Date,Open,High,Low,Close,Volume,Change
2020-01-02,9829,9829,9642,9649,5107,-0.016411824668705388
2020-01-03,9690,9746,9613,9692,5431,0.0044564203544408265
2020-01-06,9629,9695,9523,9528,2418,-0.016921172100701654
2020-01-07,9557,9584,9520,9565,996,0.003883291351805207
2020-01-08,9473,9473,9172,9217,4210,-0.036382645060115015
2020-01-09,9323,9374,9262,9348,8168,0.014212867527394923
2020-01-10,9345,9492,9299,9494,6463,0.015618314077877615
2020-01-13,9506,9551,9472,9551,2926,0.0060037918685484915
2020-01-14,9568,9685,9568,9623,2163,0.007538477646319652
2020-01-15,9636,9636,9539,9560,1949,-0.0065468149225813566
2020-01-16,9585,9585,9454,9556,2436,-0.0004184100418409553
2020-01-17,9563,9595,9544,9579,3191,0.0024068647969861523
2020-01-20,9620,9812,9620,9788,85903,0.021818561436475647
2020-01-21,9802,9811,9662,9664,2697,-0.012668573763792379
2020-01-22,9667,9727,9642,9725,18252,0.006312086092715274
2020-01-23,9679,9698,9544,9551,5280,-0.01789203084832902
2020-01-28,9271,9271,9116,9151,60536,-0.041880431368443105
2020-01-29,9209,9209,9086,9161,3107,0.001092776745710955
2020-01-30,9227,9290,9106,9146,4412,-0.0016373758323326992
2020-01-31,9195,9195,9031,9043,2799,-0.011261753772140781
2020-02-03,8823,8974,8749,8963,3757,-0.008846621696339763
2020-02-04,9046,9253,9036,9256,3202,0.03268994756220023
2020-02-05,9361,9430,9322,9396,9236,0.015125324114088068
2020-02-06,9432,9643,9404,9604,3886,0.02213707960834399
2020-02-07,9599,9617,9495,9560,3687,-0.004581424406497336
2020-02-10,9487,9590,9440,9589,1859,0.0030334728033472036
2020-02-11,9636,9895,9636,9884,12487,0.030764417561789603
2020-02-12,9869,9907,9794,9853,1921,-0.0031363820315661872
2020-02-13,9883,9932,9791,9798,2844,-0.005582056226529963
2020-02-14,9803,9827,9762,9783,1700,-0.0015309246785057962
2020-02-17,9716,9820,9655,9823,4397,0.004088725339875365
2020-02-18,9768,9868,9737,9748,969,-0.0076351420136414605
2020-02-19,9794,9794,9592,9633,3835,-0.01179729175215427
2020-02-20,9693,9693,9572,9682,1534,0.005086681200041632
2020-02-21,9536,9611,9466,9468,3030,-0.02210287130758104
2020-02-24,9243,9243,9078,9100,3185,-0.038867765103506535
2020-02-25,9042,9128,9008,9128,1451,0.003076923076922977
2020-02-26,8998,9077,8938,9053,4717,-0.008216476774759007
2020-02-27,9059,9059,8839,8880,1574,-0.019109687396443142
2020-02-28,8676,8693,8501,8531,4243,-0.03930180180180176
2020-03-02,8590,8707,8472,8640,1236,0.012776931192122865
2020-03-03,8815,8895,8676,8715,10396,0.00868055555555558
2020-03-04,8679,8843,8665,8805,952,0.010327022375215211
2020-03-05,8926,8945,8841,8897,2055,0.010448608745031285
2020-03-06,8801,8801,8611,8677,2361,-0.02472743621445428
2020-03-09,8406,8406,8171,8174,12362,-0.057969344243402054
2020-03-10,8111,8316,8111,8311,86028,0.016760459995106336
2020-03-11,8340,8358,8095,8183,12109,-0.01540127541812053
2020-03-12,8123,8123,7578,7665,4380,-0.0633019674935843
2020-03-13,7042,7408,6929,7346,5582,-0.04161774298760601
2020-03-16,7413,7413,6973,6974,1644,-0.05063980397495238
2020-03-17,6615,6973,6615,6914,4580,-0.008603383997705771
2020-03-18,6920,6920,6466,6467,2117,-0.06465143187735034
2020-03-19,6561,6566,5448,5522,34879,-0.14612648832534403
2020-03-20,5722,6263,5639,6266,23818,0.13473379210431013
2020-03-23,5784,6122,5756,5913,6300,-0.056335780402170466
2020-03-24,6149,6422,6017,6425,35999,0.08658887197699983
2020-03-25,6747,7127,6639,7112,21959,0.10692607003891053
2020-03-26,7141,7315,6892,6956,25042,-0.021934758155230605
2020-03-27,7278,7283,6878,7127,6272,0.024583093732029937
2020-03-30,6876,7202,6807,7167,3043,0.005612459660446101
2020-03-31,7278,7306,7113,7285,6440,0.016464350495325908
2020-04-01,7240,7329,6979,6979,3710,-0.042004118050789296
2020-04-02,7006,7329,6859,7290,19584,0.04456225820318105
2020-04-03,7545,7589,7108,7187,23041,-0.014128943758573431
2020-04-06,7278,7498,7213,7479,22560,0.04062891331570895
2020-04-07,7634,7673,7432,7600,37287,0.016178633507153428
2020-04-08,7540,7761,7497,7609,12431,0.0011842105263157876
