Date,Open,High,Low,Close,Volume,Change
2021-07-30,9474,9474,9354,9395,118209,
2021-08-02,9452,9523,9419,9502,33368,0.011389036721660473
2021-08-03,9490,9710,9475,9694,210053,0.020206272363712863
2021-08-04,9758,9758,9619,9708,55459,0.0014441922838870358
2021-08-05,9727,9769,9678,9728,77262,0.0020601565718993964
2021-08-06,9740,9768,9659,9699,61731,-0.0029810855263158187
2021-08-09,9698,9815,9635,9815,83825,0.011959995875863383
2021-08-10,9884,9884,9638,9761,92948,-0.005501782985226744
2021-08-11,9710,9710,9499,9520,134518,-0.024690093228152854
2021-08-12,9436,9480,9369,9434,96088,-0.00903361344537812
2021-08-13,9398,9422,9128,9246,124782,-0.0199279202883188
2021-08-17,9244,9312,9119,9135,48653,-0.0120051914341337
2021-08-18,9085,9180,8974,9164,42954,0.0031746031746031633
2021-08-19,9055,9170,8906,8922,46187,-0.02640768223483192
2021-08-20,8980,9052,8797,8837,82222,-0.00952701188074423
2021-08-23,8920,8948,8848,8932,40020,0.01075025461129342
2021-08-24,9007,9139,8970,9140,74993,0.02328705776981632
2021-08-25,9293,9308,9048,9117,36205,-0.0025164113785558495
2021-08-26,9196,9211,9086,9117,50351,0.0
2021-08-27,9052,9128,9003,9092,14068,-0.002742130086651362
2021-08-30,9168,9182,9033,9049,22012,-0.004729432468103867
2021-08-31,9056,9168,8999,9169,43565,0.013261133826942162
2021-09-01,9167,9229,9128,9207,28735,0.004144399607372673
2021-09-02,9244,9244,9168,9178,41062,-0.003149777343325777
2021-09-03,9207,9336,9197,9314,60646,0.014818043146655135
2021-09-06,9368,9403,9292,9347,18109,0.003543053467897739
2021-09-07,9343,9343,9224,9274,20074,-0.007809992510966035
2021-09-08,9245,9272,9163,9246,20333,-0.003019193444037116
2021-09-09,9201,9268,9100,9140,15845,-0.01146441704520873
2021-09-10,9129,9217,9100,9217,11460,0.008424507658643332
2021-09-13,9204,9224,9127,9192,156793,-0.0027123792991211593
2021-09-14,9302,9349,9263,9337,18467,0.015774586597040896
2021-09-15,9341,9463,9313,9463,25819,0.013494698511299141
2021-09-16,9502,9502,9292,9294,19807,-0.017859029905949453
2021-09-17,9292,9421,9220,9405,30702,0.011943189154293155
2021-09-23,9359,9412,9331,9366,15549,-0.004146730462519899
2021-09-24,9398,9475,9370,9386,10788,0.0021353833013024737
2021-09-27,9394,9431,9345,9395,11679,0.0009588749200937219
2021-09-28,9353,9353,9138,9149,27276,-0.026184140500266073
2021-09-29,8916,8993,8843,8942,28625,-0.022625423543556678
