Date,Open,High,Low,Close,Volume,Change
2020-01-02,6950,6977,6929,6933,7196,-0.005878979065098933
2020-01-03,6974,6974,6905,6914,1992,-0.0027405163709793845
2020-01-06,6900,6900,6821,6822,2644,-0.01330633497251954
2020-01-07,6861,6873,6853,6873,2279,0.007475813544415066
2020-01-08,6905,6905,6711,6731,21819,-0.020660555798050373
2020-01-09,6809,6813,6756,6786,11828,0.008171148417768448
2020-01-10,6829,6829,6749,6777,4299,-0.0013262599469495706
2020-01-13,6823,6834,6746,6830,13042,0.00782056957355759
2020-01-14,6878,6878,6804,6830,4389,0.0
2020-01-15,6857,6857,6806,6844,27870,0.002049780380673605
2020-01-16,6918,6918,6843,6863,3642,0.002776154295733413
2020-01-17,6900,6900,6875,6900,13476,0.005391228325805075
2020-01-20,6892,6926,6851,6910,36832,0.0014492753623187582
2020-01-21,6927,6948,6890,6893,10541,-0.002460202604920414
2020-01-22,6901,6904,6870,6904,35,0.0015958218482519104
2020-01-23,6878,6878,6819,6839,6479,-0.009414831981459981
2020-01-28,6724,6724,6627,6669,4641,-0.024857435297558128
2020-01-29,6670,6772,6658,6774,1005,0.015744489428699993
2020-01-30,6689,6727,6629,6646,8256,-0.01889577797460884
2020-01-31,6687,6704,6666,6669,2542,0.0034607282575984666
2020-02-03,6645,6645,6510,6613,1210,-0.008397061028640018
2020-02-04,6644,6703,6644,6706,94049,0.014063208831090357
2020-02-05,6723,6784,6716,6770,5857,0.009543692215925992
2020-02-06,6809,6872,6809,6876,3475,0.015657311669128537
2020-02-07,6848,6848,6801,6834,6584,-0.00610820244328103
2020-02-10,6843,6843,6800,6830,3951,-0.0005853087503657761
2020-02-11,6853,6862,6790,6798,1476,-0.00468521229868224
2020-02-12,6815,6841,6782,6844,9626,0.006766696087084467
2020-02-13,6857,6873,6840,6873,5286,0.004237288135593209
2020-02-14,6859,6905,6829,6876,8445,0.0004364906154517012
2020-02-17,6930,6930,6868,6900,2766,0.003490401396160525
2020-02-18,6869,6869,6845,6855,21171,-0.006521739130434745
2020-02-19,6869,6887,6854,6855,246,0.0
2020-02-20,6873,6873,6787,6789,773,-0.009628008752735284
2020-02-21,6737,6757,6672,6685,2758,-0.015318898217705157
2020-02-24,6640,6640,6489,6518,4317,-0.024981301421092006
2020-02-25,6488,6543,6459,6547,6045,0.004449217551396156
2020-02-26,6473,6473,6398,6465,10352,-0.012524820528486358
2020-02-27,6459,6475,6385,6441,3189,-0.003712296983758745
2020-02-28,6429,6429,6185,6234,7378,-0.03213786679087094
2020-03-02,6288,6288,6144,6210,4474,-0.0038498556304138454
