Date,Open,High,Low,Close,Volume,Change
2020-01-02,26139,26289,25964,26199,36683,0.007537591816328959
2020-01-03,26456,26609,25985,26018,52493,-0.00690866063590212
2020-01-06,25667,26050,25485,25785,31589,-0.008955338611730368
2020-01-07,26021,26170,25676,25818,34639,0.0012798138452587704
2020-01-08,25948,26194,25531,25718,26798,-0.0038732667131459175
2020-01-09,26433,26669,26210,26670,37258,0.03701687534022868
2020-01-10,26805,26805,26330,26651,41365,-0.0007124109486313923
2020-01-13,26656,26656,26254,26585,309620,-0.0024764549172638928
2020-01-14,26800,27146,26599,26651,70553,0.0024826029716005227
2020-01-15,26648,26648,26097,26239,83879,-0.015459082210798836
2020-01-16,26325,26648,26233,26651,31250,0.015701817904645754
2020-01-17,26950,27052,26861,26917,24149,0.009980863757457437
2020-01-20,27179,27383,26917,27025,27518,0.004012334212579516
2020-01-21,27157,27157,26678,26718,23271,-0.011359851988899217
2020-01-22,26783,27277,26726,27261,350556,0.02032337749831581
2020-01-23,27258,27258,26926,27040,45855,-0.008106819265617515
2020-01-28,25783,26299,25783,26262,55592,-0.02877218934911241
2020-01-29,26665,26699,26261,26300,64057,0.0014469575812960933
2020-01-30,26294,26425,25482,25606,29663,-0.02638783269961975
2020-01-31,25665,26152,25022,25049,29545,-0.021752714207607604
2020-02-03,24432,25589,24432,25459,154027,0.016367918878997134
2020-02-04,25709,25961,25494,25964,482002,0.019835814446757638
2020-02-05,26265,26469,25738,25949,271177,-0.0005777230010783896
2020-02-06,26180,26380,25997,26305,256987,0.013719218466992977
2020-02-07,26381,26381,25878,26069,198242,-0.00897167838813917
2020-02-10,25926,26121,25573,26122,151125,0.0020330660938279177
2020-02-11,26195,26317,26180,26290,135818,0.006431360539009168
2020-02-12,26474,26870,26353,26848,201970,0.021224800304298297
2020-02-13,27027,27404,26936,27256,157151,0.015196662693683027
2020-02-14,27220,27693,27095,27695,261073,0.016106545347813306
2020-02-17,27845,28013,27539,27821,137934,0.004549557681892136
2020-02-18,27843,27843,26846,26927,169925,-0.03213399949678297
2020-02-19,26927,27165,26513,27118,281062,0.007093252126118665
2020-02-20,27310,27608,26863,27199,119450,0.002986945939966068
2020-02-21,26581,27075,26581,26786,351600,-0.015184381778741818
2020-02-24,26197,26197,25653,25758,208910,-0.03837825729858879
2020-02-25,25755,26247,25499,26249,179288,0.019062038978181484
2020-02-26,25533,25963,25450,25799,140804,-0.0171435102289611
2020-02-27,25797,25908,24682,24742,154714,-0.04097058025504863
2020-02-28,24069,24452,23406,23520,288811,-0.0493897017217686
2020-03-02,23966,24733,23537,24733,37848,0.05157312925170077
2020-03-03,25667,25667,24509,24555,110067,-0.0071968624914082735
2020-03-04,24204,25261,24204,25223,38052,0.02720423538994088
2020-03-05,25574,25579,25066,25549,46867,0.012924711572770864
2020-03-06,25117,25431,24787,24987,39943,-0.021996947042937087
2020-03-09,24295,24517,23647,23741,93420,-0.04986593028374753
2020-03-10,23429,24336,23429,24338,63978,0.02514637125647612
2020-03-11,24333,24391,23213,23327,39371,-0.04153997863423453
2020-03-12,23007,23369,21734,22255,66781,-0.045955330732627475
2020-03-13,20541,22111,19991,21323,90700,-0.04187822961132326
