Date,Open,High,Low,Close,Volume,Change
2020-01-02,13104,13104,12747,12749,37912,-0.02798109179627939
2020-01-03,12738,12772,12558,12619,8585,-0.010196878186524483
2020-01-06,12551,12616,12525,12528,2704,-0.00721134796735079
2020-01-07,12602,12697,12549,12574,5357,0.003671775223499374
2020-01-08,12468,12468,12272,12288,9897,-0.02274534754254809
2020-01-09,12346,12419,12205,12292,4856,0.0003255208333332593
2020-01-10,12289,12412,12289,12322,10573,0.0024406117800195304
2020-01-13,12320,12382,12303,12385,9487,0.0051128063626035836
2020-01-14,12438,12494,12403,12493,16962,0.0087202260799355
2020-01-15,12465,12508,12431,12506,2713,0.0010405827263266776
2020-01-16,12590,12677,12590,12663,229929,0.012553974092435638
2020-01-17,12691,12751,12634,12645,20932,-0.001421464108031234
2020-01-20,12643,12694,12617,12624,11638,-0.0016607354685646003
2020-01-21,12620,12620,12525,12528,4412,-0.0076045627376425395
2020-01-22,12567,12912,12567,12898,77216,0.0295338441890165
2020-01-23,12997,13180,12983,13161,193545,0.020390758257094133
2020-01-28,12888,13041,12848,12926,220590,-0.01785578603449589
2020-01-29,12923,12923,12717,12777,78065,-0.01152715457218012
2020-01-30,12713,12723,12514,12550,4693,-0.01776629881818892
2020-01-31,12548,12560,12257,12257,14631,-0.023346613545816686
2020-02-03,12049,12136,11852,12122,173305,-0.011014114383617546
2020-02-04,12118,12236,12101,12187,119070,0.005362151460155173
2020-02-05,12221,12221,12098,12101,27457,-0.007056699762041485
2020-02-06,12227,12638,12215,12605,189639,0.04164945045863977
2020-02-07,12500,12500,12316,12467,19980,-0.010948036493454993
2020-02-10,12308,12447,12300,12393,5548,-0.005935670169246787
2020-02-11,12430,12787,12430,12711,56487,0.02565964657467923
2020-02-12,12651,12930,12651,12921,31508,0.01652112343639378
2020-02-13,12917,12922,12686,12719,17061,-0.015633464902097383
2020-02-14,12606,12790,12527,12663,61744,-0.004402861860209106
2020-02-17,12621,12752,12563,12738,11719,0.0059227671167969564
2020-02-18,12674,12726,12556,12598,23690,-0.010990736379337451
2020-02-19,12650,12655,12493,12523,3874,-0.005953325924749953
2020-02-20,12577,12577,12363,12375,7591,-0.011818254411882112
2020-02-21,12236,12312,12193,12226,6951,-0.012040404040404074
2020-02-24,11957,12000,11714,11716,53274,-0.04171437919188614
2020-02-25,11665,11867,11665,11726,52002,0.0008535336292250228
2020-02-26,11590,11823,11574,11765,7396,0.003325942350332678
2020-02-27,11740,11766,11649,11665,12860,-0.008499787505312328
2020-02-28,11563,11563,11179,11239,105866,-0.03651950278611227
2020-03-02,11114,11233,11028,11105,87684,-0.011922768929620076
2020-03-03,11252,11295,10986,11041,36341,-0.005763169743358887
2020-03-04,11039,11230,11039,11198,19920,0.014219726474051342
2020-03-05,11287,11307,11150,11258,10545,0.0053580996606537035
2020-03-06,11178,11178,10887,10928,18769,-0.029312488896784505
2020-03-09,10694,10694,10410,10465,50180,-0.042368228404099595
2020-03-10,10433,10463,10249,10286,67713,-0.017104634495938797
2020-03-11,10294,10377,10112,10183,7543,-0.010013610733035194
2020-03-12,10192,10204,9511,9597,66646,-0.057546891878621276
2020-03-13,8593,9219,8593,9056,40730,-0.05637178284880695
2020-03-16,9208,9208,8789,8800,14786,-0.028268551236749095
2020-03-17,8325,8670,8305,8490,97500,-0.035227272727272774
2020-03-18,8473,8508,7951,7954,25609,-0.06313309776207299
2020-03-19,8130,8183,7189,7318,24027,-0.07995976866985166
2020-03-20,7234,7769,7120,7750,12588,0.05903252254714397
2020-03-23,7211,7441,7124,7258,26791,-0.06348387096774188
2020-03-24,7392,7719,7323,7719,32370,0.06351612014329011
2020-03-25,8178,8598,8114,8569,120120,0.11011789091851276
2020-03-26,8602,8853,8309,8455,175097,-0.013303769401330379
2020-03-27,8919,8919,8348,8529,116580,0.008752217622708391
2020-03-30,8330,8531,8204,8450,6958,-0.00926251612146789
2020-03-31,8609,8720,8510,8722,15154,0.0321893491124261
2020-04-01,8662,8828,8466,8500,11512,-0.025452877780325567
2020-04-02,8531,8617,8339,8617,36715,0.013764705882352901
2020-04-03,8565,8602,8454,8560,21005,-0.006614831147731204
2020-04-06,8564,8927,8564,8928,9231,0.04299065420560755
2020-04-07,9107,9273,8960,9198,26821,0.030241935483870996
2020-04-08,9121,9330,9002,9127,58038,-0.007719069362905007
2020-04-09,9309,9600,9263,9590,68164,0.05072860742850871
2020-04-10,9595,9844,9496,9759,43604,0.0176225234619396
2020-04-13,9612,9661,9412,9428,67005,-0.0339174095706527
2020-04-14,9459,9586,9446,9563,42582,0.014319049639372139
2020-04-16,9364,9451,9264,9450,5674,-0.011816375614347008
2020-04-17,9560,9735,9560,9676,41024,0.02391534391534389
2020-04-20,9674,9712,9545,9606,29016,-0.007234394377842124
2020-04-21,9482,9482,9215,9384,80987,-0.023110555902560947
2020-04-22,9197,9289,8993,9227,61458,-0.016730605285592448
2020-04-23,9312,9412,9281,9314,12498,0.009428850113796461
2020-04-24,9232,9237,8980,8982,34346,-0.035645265192183806
2020-04-27,9040,9178,9010,9144,10390,0.018036072144288484
2020-04-28,9204,9334,9155,9274,19258,0.0142169728783903
2020-04-29,9295,9383,9205,9341,38056,0.00722449859823171
2020-05-04,9196,9251,9067,9158,92966,-0.019591050208757066
2020-05-06,9289,9306,9204,9269,14017,0.01212055033850179
2020-05-07,9210,9246,9157,9208,8137,-0.006581076707303901
2020-05-08,9218,9590,9218,9538,29768,0.03583840139009564
2020-05-11,9564,9672,9499,9499,29063,-0.00408890752778357
2020-05-12,9455,9473,9215,9279,17092,-0.02316033266659645
2020-05-13,9128,9326,9119,9327,30949,0.005172971225347656
2020-05-14,9286,9286,9076,9158,45946,-0.018119438190200454
2020-05-15,9235,9235,9087,9189,41393,0.0033850185630051044
2020-05-18,9263,9263,9085,9203,4681,0.0015235607791925787
2020-05-19,9493,9915,9493,9914,56902,0.07725741605998038
2020-05-20,9789,9839,9709,9788,32714,-0.012709299979826505
2020-05-21,10004,10031,9793,9832,43476,0.004495300367797217
2020-05-22,9828,9838,9561,9645,30553,-0.019019528071602898
2020-05-25,9719,9765,9554,9766,15925,0.01254536029030584
2020-05-26,9802,10134,9802,10078,62195,0.03194757321318864
2020-05-27,10086,10161,10060,10151,104024,0.00724350069458235
2020-05-28,10202,10202,9898,10008,55021,-0.014087282041178262
2020-05-29,9957,10318,9925,10276,34386,0.02677857713828935
2020-06-01,10228,10544,10164,10539,58076,0.02559361619307121
2020-06-02,10475,10916,10442,10869,56905,0.03131226871619708
2020-06-03,11020,11374,11015,11241,170111,0.034225779740546525
2020-06-04,11373,11470,11002,11120,72850,-0.010764166889066784
2020-06-05,11067,11264,10973,11217,72817,0.008723021582733859
2020-06-08,11422,11493,11207,11335,37720,0.010519746812873265
2020-06-09,11331,11478,11086,11222,192541,-0.00996912218791357
2020-06-10,11195,11195,10980,11174,99606,-0.004277312422028112
2020-06-11,10989,11164,10787,10955,264120,-0.019599069267943414
2020-06-12,10430,10676,10385,10677,36219,-0.0253765403925148
2020-06-15,10461,10504,9872,9873,61199,-0.07530205113796007
2020-06-16,10015,10382,10015,10382,25861,0.0515547452648637
2020-06-17,10354,10376,10156,10298,16317,-0.008090926603737225
2020-06-18,10188,10390,10084,10257,29143,-0.0039813556030297015
2020-06-19,10343,10343,10115,10163,17313,-0.009164473042799992
2020-06-22,10075,10152,10009,10029,25664,-0.013185083144740761
2020-06-23,10055,10264,10004,10177,98994,0.014757204108086563
2020-06-24,10264,10622,10246,10508,81345,0.03252431954406987
2020-06-25,10236,10263,10103,10118,63243,-0.037114579368100475
2020-06-26,10206,10255,10156,10222,25692,0.010278711207748481
2020-06-29,9990,10017,9873,9930,39628,-0.02856583838779103
2020-06-30,10120,10192,9969,9971,24218,0.004128902316213434
2020-07-01,10074,10120,9951,9952,8126,-0.0019055260254738915
2020-07-02,9972,10093,9972,10092,15417,0.014067524115755736
2020-07-03,10140,10156,10032,10088,25540,-0.00039635354736422546
2020-07-06,10124,10449,10061,10408,76194,0.031720856463124614
2020-07-07,10455,10539,10294,10319,57976,-0.00855111452728674
2020-07-08,10317,10469,10317,10377,31674,0.005620699680201513
2020-07-09,10452,10452,10297,10334,26260,-0.0041437795123832055
2020-07-10,10228,10268,10027,10074,27118,-0.02515966711825046
2020-07-13,10147,10451,10074,10454,69991,0.03772086559459997
2020-07-14,10389,10498,10262,10498,69206,0.004208915247752021
2020-07-15,10725,11069,10702,10843,137124,0.03286340255286713
2020-07-16,10880,11032,10804,10824,116061,-0.001752282578622144
2020-07-17,10872,11266,10872,11237,178821,0.03815594974131553
2020-07-20,11266,11530,11212,11380,250008,0.012725816499065568
2020-07-21,11354,11354,11117,11191,131835,-0.016608084358523678
2020-07-22,11211,11275,10962,10964,116965,-0.020284156911804074
2020-07-23,10949,11221,10807,11169,582691,0.018697555636628893
